Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Wing_area,Wing_shape,Wing_vein,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein,Asymmetry_l2,Asymmetry_l3p,Asymmetry_l3d,Asymmetry_lpd,Asymmetry_l3,Asymmetry_w1,Asymmetry_w2,Asymmetry_w3
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,1,1,female,1.238,2.017,0.659,1.711,2.37,2.37,1.032,1.441,1.192,1.914,1.223,2.296,2.597,0.043,0.01,0.028,0.072,0.018,0.028,0.047,0.047,0.016,0.031,0.031
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,1,1,male,1.113,1.811,0.609,1.539,2.148,2.146,0.938,1.299,1.066,1.928,1.006,2.289,2.528,0.006,0.018,0.044,0.003,0.003,0.019,0.017,0.015,0.001,0.004,0.004
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,1,2,female,1.215,1.985,0.648,1.671,2.319,2.319,0.991,1.396,1.142,1.908,1.149,2.34,2.58,0.039,0.053,0.14,0.01,0.022,0.034,0.012,0.013,0.028,0.011,0.047
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,1,2,male,1.123,1.713,0.596,1.495,2.091,2.088,0.958,1.286,1.062,1.860,1.0,2.18,2.508,0.016,0.007,0.074,0.009,0.018,0.001,0.019,0.02,0.006,0.002,0.011
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,2,1,female,1.218,1.938,0.641,1.658,2.298,2.298,1.01,1.418,1.148,1.886,1.16,2.275,2.589,0.003,0.005,0.1,0.024,0.019,0.015,0.004,0.005,0.014955794504181602,0.027,0.011
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,2,1,male,1.104,1.794,0.585,1.525,2.11,2.107,0.919,1.285,1.046,1.909,0.968,2.293,2.604,0.019,0.004,0.042,0.008,0.013,0.009,0.022,0.022,0.008,0.021,0.009
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,2,2,male,1.127,1.833,0.596,1.558,2.154,2.152,0.952,1.311,1.089,1.909,1.025,2.259,2.613,0.014,0.031,0.035,0.007,0.006,0.005,0.001,0.02258500590318772,0.013,0.005,0.022
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,2,3,male,1.102,1.774,0.568,1.492,2.059,2.058,0.923,1.277,1.065,1.867,0.949,2.231,2.63,0.03,0.042,0.099,0.026,0.019,0.006,0.012,0.013,0.023,0.01,0.008
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,3,1,female,1.214,2.002,0.657,1.689,2.346,2.345,1.002,1.421,1.146,1.932,1.175,2.34,2.572,0.052,0.019,0.018,0.055,0.015,0.027,0.041,0.042,0.026,0.042,0.021
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,3,1,male,1.115,1.773,0.601,1.504,2.105,2.105,0.919,1.271,1.048,1.888,0.967,2.292,2.501,0.026,0.052,0.076,0.03,0.011,0.018,0.006,0.005,0.023,0.042,0.03
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,3,2,female,1.154,1.857,0.629,1.59,2.218,2.218,0.966,1.348,1.096,1.921,1.071,2.296,2.527,0.001,0.05,0.04,0.024,0.01630017761989343,0.025,0.025,0.025,0.01,0.013,0.024
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,3,2,male,1.155,1.751,0.575,1.507,2.083,2.082,0.957,1.308,1.07,1.803,0.996,2.176,2.626,0.026,0.079,0.246,0.038,0.042,0.031,0.01,0.01,0.03,0.021,0.01
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,3,3,female,1.239,1.974,0.651,1.68,2.33,2.328,1.025,1.438,1.154,1.879,1.193,2.271,2.583,0.026,0.006,0.095,0.021,0.025,0.003,0.029,0.029,0.01,0.013,0.005
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,4,1,female,1.244,2.005,0.647,1.68,2.327,2.327,1.029,1.428,1.186,1.870,1.197,2.261,2.596,0.022,0.007,0.017,0.02,0.01,0.015,0.025,0.025,0.008,0.018205309734513276,0.016
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,4,1,male,1.169,1.845,0.632,1.539,2.17,2.168,0.944,1.318,1.093,1.855,1.024,2.295,2.436,0.006,0.029,0.047,0.011,0.011,0.003,0.007,0.007,0.009,0.005,0.019
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,4,2,male,1.123,1.726,0.617,1.44,2.059,2.058,0.853,1.209,0.986,1.832,0.872,2.2320023364485984,2.332,0.020591397849462366,0.03803438055720214,0.085,0.021689349112426037,0.007,0.036,0.029,0.027,0.014955794504181602,0.018205309734513276,0.017089445438282648
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,4,3,male,1.108,1.799,0.624,1.507,2.131,2.13,0.962,1.303,1.103,1.922,1.025,2.214,2.416,0.018,0.029,0.042,0.012,0.017,0.015,0.032,0.032,0.002,0.01,0.005
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,5,1,female,1.225,1.932,0.657,1.606,2.262,2.262,1.011,1.39,1.161,1.847,1.143,2.239,2.444,0.028,0.091,0.006,0.031,0.006,0.011,0.018,0.018,0.033,0.015,0.034
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,5,1,male,1.124,1.72,0.607,1.46,2.067,2.067,0.985,1.289,1.106,1.838,1.018,2.098,2.403,0.013,0.027,0.052,0.021,0.017,0.009,0.026,0.027,0.014955794504181602,0.009,0.002
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,5,2,female,1.207,1.979,0.619,1.684,2.302,2.301,1.003,1.411,1.158,1.907,1.153,2.296,2.723,0.044,0.072,0.229,0.021,0.04,0.033,0.006,0.008,0.035,0.022,0.026
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,5,2,male,1.120,1.835,0.604,1.545,2.149,2.147,0.93,1.313,1.055,1.917,0.998,2.309,2.558,0.05,0.043,0.164,0.021689349112426037,0.018,0.053,0.035,0.034,0.032,0.036,0.017
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,5,3,female,1.230,1.969,0.653,1.624,2.277,2.276,1.017,1.396,1.188,1.851,1.157,2.239,2.49,0.029,0.046,0.094,0.004,0.019,0.014,0.005,0.005,0.023,0.015,0.013
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,6,1,female,1.215,1.959,0.661,1.661,2.322,2.319,1.021,1.434,1.142,1.909,1.184,2.272,2.516,0.04,0.015,0.073,0.055,0.027,0.02,0.047,0.047,0.014,0.017,0.039
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,6,1,male,1.088,1.766,0.578,1.484,2.061,2.061,0.929,1.307,1.034,1.894,0.957,2.218,2.569,0.013,0.075,0.126,0.01,0.026,0.006,0.02,0.021,0.022,0.013,0.021
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,6,2,female,1.203,1.893,0.615,1.583,2.198,2.196,0.966,1.363,1.101,1.825,1.061,2.272,2.571,0.014,0.062,0.031,0.048,0.007,0.037,0.044,0.044,0.007,0.009,0.004
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,6,2,male,1.151,1.862,0.601,1.573,2.173,2.173,0.932,1.314,1.076,1.887,1.012,2.332,2.617,0.019,0.032,0.002,0.006,0.002,0.004,0.007,0.005,0.015,0.01,0.02
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,6,3,female,1.214,1.923,0.655,1.656,2.296,2.295,1.016,1.421,1.135,1.891,1.166,2.2320023364485984,2.588,0.020591397849462366,0.03803438055720214,0.08165752625437574,0.021689349112426037,0.029,0.0187141162514828,0.022593731519810766,0.02258500590318772,0.014955794504181602,0.018205309734513276,0.017089445438282648
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,6,3,male,1.138,1.729,0.589,1.467,2.056,2.055,0.95,1.289,1.063,1.807,0.976,2.163,2.489,0.02,0.01,0.121,0.003,0.025,0.009,0.016,0.016,0.012,0.007,0.003
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,7,1,female,1.170,1.814,0.621,1.539,2.16,2.158,0.98,1.347,1.092,1.845,1.057,2.204,2.477,0.105,0.056,0.074,0.052,0.01,0.071,0.081,0.08,0.061,0.052,0.059
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,7,1,male,1.145,1.828,0.602,1.564,2.166,2.164,0.963,1.347,1.073,1.891,1.042,2.247,2.598,0.015,0.004,0.015,0.006,0.002,0.014,0.016,0.014,0.008,0.002,0.017089445438282648
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,7,2,female,1.212,1.975,0.666,1.64,2.306,2.305,1.031,1.439,1.166,1.901,1.189,2.235,2.465,0.028,0.048,0.039,0.002,0.007,0.009,0.002,0.002,0.023,0.008,0.026
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,7,2,male,1.108,1.861,0.608,1.584,2.191,2.19,0.968,1.333,1.096,1.976,1.06,2.262,2.604,0.011,0.005,0.002,0.015,0.004,0.009,0.012,0.014,0.004,0.033,0.01
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,7,3,female,1.269,1.98,0.667,1.685,2.353,2.351,1.039,1.451,1.167,1.853,1.222,2.262,2.526,0.034,0.029,0.036,0.012,0.012,0.006,0.019,0.017,0.021,0.034,0.001
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,7,3,male,1.126,1.829,0.634,1.515,2.149,2.148,0.945,1.31,1.084,1.908,1.015,2.273,2.392,0.020591397849462366,0.019,0.03,0.005,0.003,0.012,0.009,0.009,0.004,0.003,0.022
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,8,1,female,1.229,1.951,0.662,1.663,2.325,2.323,1.044,1.432,1.183,1.890,1.213,2.225,2.513,0.012,0.056,0.114,0.006,0.026,0.01,0.017,0.018,0.018,0.006,0.035
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,8,1,male,1.123,1.836,0.566,1.579,2.145,2.144,0.918,1.3,1.071,1.909,0.984,2.336,2.789,0.021,0.001,0.064,0.041,0.004,0.025,0.022,0.022,0.01,0.019,0.02
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,8,2,female,1.215,1.946,0.64,1.692,2.332,2.33,0.99,1.408,1.118,1.917,1.153,2.353,2.644,0.04,0.043,0.129,0.009,0.018,0.035,0.019,0.019,0.026,0.042,0.023
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,8,2,male,1.100,1.834,0.582,1.55,2.132,2.131,0.913,1.292,1.052,1.938,0.972,2.335,2.664,0.003,0.011,0.14,0.002,0.02,0.028,0.008,0.008,0.001,0.004,0.014
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,8,3,female,1.232,1.991,0.648,1.691,2.339,2.339,1.03,1.418,1.191,1.899,1.204,2.271,2.612,0.005,0.078,0.156,0.021,0.038,0.002,0.036,0.035,0.02,0.044,0.019
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,8,3,male,1.111,1.712,0.566,1.522,2.087,2.084,0.939,1.277,1.041,1.875,0.978,2.219,2.693,0.03,0.039,0.15,0.006,0.037,0.015,0.052,0.05,0.006,0.006,0.001
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,9,1,female,1.225,1.987,0.648,1.702,2.35,2.349,1.022,1.418,1.17,1.918,1.2,2.3,2.626,0.017,0.054,0.034,0.008,0.006,0.038,0.044,0.044,0.005,0.01,0.004
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,9,1,male,1.134,1.797,0.589,1.538,2.128,2.125,0.918,1.306,1.026,1.873,0.975,2.314,2.613,0.008,0.009,0.16,0.01,0.03,0.016,0.013,0.013,0.002,0.018,0.01
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,9,2,female,1.282,2.031,0.665,1.695,2.359,2.359,1.041,1.456,1.191,1.839,1.228,2.266,2.55,0.012,0.039,0.081,0.021,0.013,0.021,0.009,0.009,0.014,0.009,0.003
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,9,2,male,1.138,1.755,0.6,1.495,2.095,2.094,0.961,1.304,1.082,1.840,1.006,2.179,2.493,0.041,0.03,0.105,0.032,0.026,0.002,0.028,0.028,0.026,0.009,0.051
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,9,3,female,1.240,1.972,0.654,1.652,2.306,2.305,1.01,1.417,1.148,1.859,1.163,2.283,2.529,0.009,0.095,0.057,0.031,0.027,0.031,0.057,0.057,0.017,0.005,0.016
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,10,1,female,1.233,1.935,0.629,1.676,2.306,2.304,1.012,1.41,1.152,1.868,1.166,2.276,2.665,0.042,0.044,0.027,0.034,0.01630017761989343,0.017,0.019,0.019,0.028,0.011,0.039
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,10,1,male,1.145,1.782,0.605,1.49,2.096,2.095,0.934,1.3,1.055,1.830,0.978,2.244,2.461,0.014,0.03,0.05,0.024,0.009,0.008,0.001,0.001,0.013,0.01,0.015
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,10,2,female,1.232,1.986,0.679,1.655,2.333,2.333,1.017,1.413,1.183,1.894,1.186,2.295,2.439,0.002,0.063,0.04,0.018,0.017,0.014,0.03,0.03,0.015,0.027,0.009
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,10,2,male,1.137,1.868,0.624,1.569,2.193,2.192,0.96,1.339,1.102,1.927,1.052,2.283,2.517,0.037,0.015,0.061,0.047,0.019,0.01,0.029,0.031,0.02,0.031,0.025
D.aldrichi,Binjour,-25.52,151.45,1994,1994,20,10,3,female,1.239,2.012,0.635,1.729,2.364,2.362,1.043,1.447,1.201,1.906,1.231,2.266,2.725,0.05,0.03803438055720214,0.033,0.064,0.007,0.04,0.047,0.048,0.021,0.032,0.031
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,1,1,female,1.134,1.732,0.595,1.483,2.078,2.076,0.922,1.25,1.06,1.831,0.957,2.253,2.49,0.002,0.02,0.085,0.007,0.011,0.023,0.012,0.012,0.003,0.017,0.026
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,1,1,male,1.097,1.636,0.578,1.391,1.969,1.966,0.886,1.209,0.98,1.792,0.87,2.22,2.408,0.016,0.045,0.114,0.023,0.02,0.018,0.003,0.002,0.017,0.014,0.027
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,1,2,female,1.152,1.849,0.6,1.598,2.197,2.194,0.958,1.314,1.114,1.905,1.052,2.29,2.663,0.014,0.05,0.012,0.002,0.01630017761989343,0.007,0.008,0.009,0.017,0.02,0.008
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,1,2,male,1.091,1.716,0.582,1.441,2.023,2.022,0.893,1.224,1.026,1.853,0.902,2.266,2.478,0.03,0.01,0.126,0.017,0.032,0.006,0.038,0.038,0.013,0.001,0.015
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,1,3,female,1.143,1.664,0.632,1.354,1.986,1.985,0.924,1.225,1.043,1.736,0.916,2.149,2.142,0.028,0.023,0.048,0.009,0.022,0.017,0.04,0.041,0.009,0.026,0.013
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,1,3,male,1.073,1.717,0.572,1.439,2.011,2.011,0.883,1.235,0.999,1.873,0.887,2.279,2.519,0.015,0.069,0.213,0.067,0.038,0.026,0.012,0.013,0.021,0.018205309734513276,0.003
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,2,1,female,1.132,1.723,0.587,1.449,2.035,2.035,0.915,1.225,1.056,1.797,0.93,2.225,2.468,0.042,0.071,0.076,0.03,0.016,0.005,0.012,0.013,0.035,0.027,0.04
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,2,1,male,1.101,1.74,0.563,1.502,2.065,2.063,0.863,1.229,0.994,1.874,0.891,2.39,2.671,0.042,0.081,0.095,0.001,0.011,0.024,0.013,0.014,0.035,0.025,0.031
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,2,2,female,1.161,1.688,0.571,1.45,2.021,2.02,0.897,1.226,1.006,1.740,0.905,2.254,2.539,0.018,0.111,0.003,0.038,0.02,0.049,0.069,0.07,0.013,0.004,0.001
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,2,2,male,1.072,1.682,0.549,1.433,1.982,1.981,0.853,1.199,0.976,1.848,0.844,2.323,2.611,0.024,0.039,0.14,0.015,0.018,0.03,0.012,0.011,0.019,0.02,0.001
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,2,3,male,1.066,1.62,0.537,1.357,1.894,1.893,0.845,1.159,0.97,1.777,0.8,2.24,2.53,0.005,0.028,0.082,0.023,0.011,0.016,0.005,0.006,0.008,0.007,0.003
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,3,1,female,1.106,1.725929438982071,0.6,1.4575101214574897,2.0435303643724696,2.0426506651243495,0.9150948525159052,1.252,1.03948004626952,0.000,0.9397079236552921,2.2320023364485984,2.4921171014492756,0.020591397849462366,0.03803438055720214,0.08165752625437574,0.021689349112426037,0.02,0.0187141162514828,0.022593731519810766,0.02258500590318772,0.014955794504181602,0.041,0.017089445438282648
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,3,1,male,1.081,1.722,0.575,1.473,2.049,2.047,0.91,1.238,1.049,1.893,0.931,2.25,2.56,0.039,0.114,0.102,0.025,0.019,0.01,0.01,0.009,0.042,0.048,0.022
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,3,2,male,1.071,1.645,0.541,1.418,1.96,1.959,0.873,1.211,0.972,1.828,0.855,2.245,2.622,0.035,0.113,0.03,0.03,0.002,0.011,0.009,0.009,0.04,0.023,0.063
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,3,3,male,1.086,1.67,0.522,1.464,1.986,1.985,0.889,1.228,1.005,1.829,0.882,2.234,2.805,0.021,0.09,0.063,0.047,0.026,0.04,0.066,0.064,0.007,0.01,0.001
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,4,1,female,1.157,1.841,0.573,1.606,2.178,2.176,0.945,1.319,1.07,1.881,1.027,2.305,2.802,0.01,0.119,0.042,0.053,0.006,0.041,0.048,0.046,0.029,0.009,0.006
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,4,1,male,1.069,1.666,0.542,1.423,1.965,1.963,0.882,1.221,0.997,1.836,0.866,2.226,2.629,0.014,0.027,0.118,0.025,0.025,0.002,0.026,0.028,0.002,0.007,0.014
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,4,2,female,1.145,1.819,0.61,1.526,2.136,2.135,0.896,1.281,1.029,1.864,0.956,2.383,2.502,0.042,0.054,0.079,0.025,0.02,0.002,0.023,0.023,0.03,0.011,0.044
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,4,2,male,1.103,1.706,0.57,1.425,1.994,1.994,0.867,1.219,0.986,1.808,0.864,2.299,2.499,0.004,0.032,0.033,0.014,0.008,0.001,0.01,0.009,0.008,0.017,0.007
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,4,3,female,1.192,1.854,0.601,1.577,2.178,2.178,0.946,1.329,1.067,1.827,1.03,2.303,2.621,0.059,0.001,0.044,0.041,0.025,0.039,0.063,0.063,0.027,0.039,0.01
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,4,3,male,1.068,1.631,0.545,1.358,1.902,1.902,0.839,1.18,0.947,1.780,0.798,2.265,2.494,0.017,0.021,0.06,0.028,0.001,0.03,0.028,0.029,0.005,0.013,0.002
D.aldrichi,Binjour,-25.52,151.45,1994,1994,25,5,1,female,1.162,1.784,0.602,1.521,2.123,2.122,0.944,1.311,1.041,1.827,1.002,2.247,2.527,0.006,0.021,0.085,0.032,0.014,0.016,0.002,0.004,0.007,0.008,0.015
